ファイル名,アプリ名,価格表示有無,税込表示方式,計価単位,価格の視覚階層,ポイント表示有無,ポイント表示方式,ポイント表示位置,割引表示有無,割引表示方式,取消ポリシー有無,取消ポリシー表示方式,人数選択有無,児童選択有無,人数表示方式,評価表示有無,評価表示方式,CTA文言,特記事項,エラー
jalan-2024-08-1722742332464-36.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,あり,「大人２名　子供０名　×１部屋」,なし,該当なし,該当なし,エリア選択画面にて「主要都市」「北海道」「東北」「北関東」という地域カテゴリ区分が使われており、都市名（首都圏・大阪・名古屋・福岡・札幌）と都道府県名（北海道・青森県・岩手県・宮城県・秋田県・山形県・福島県）が混在した表記体系になっている点が本地化上注目される。,
jalan-2024-08-1722742336006-39.webp,Jalan,あり,合計(税込),1泊 大人2名 合計(税込),"大きな赤字で最安値のみ表示（例：「21,300円〜」「17,800円〜」）、元値表示なし",なし,該当なし,該当なし,あり,「クーポンあり」ラベル（オレンジ枠テキスト）のみ表示、割引額・割引率・取消線なし,なし,該当なし,あり,なし,1泊 2名 × 1部屋,なし,該当なし,該当なし,「24時〜もOK」ラベルおよび「ブロンズ会員以上限定あり」ラベルが会員ステータスと深夜チェックイン可否を示す本地化上注目すべき表示あり,
jalan-2024-08-1722742338054-41.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,決定する,エリア選択画面で「複数エリア選択」のON/OFFトグルと「エリアを最大３つまで選択可」という上限明示、および「一括クリア」ボタンが存在し、目的地指定のUXに特有の日本語表現が使われている。,
jalan-2024-08-1722742345728-48.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,決定する,宿泊日指定画面で「日付未定」「今夜の宿」「日付指定」「2泊」の4つのタブ選択肢があり、泊数を独立したタブで選択させる設計が特徴的；選択中の期間（10月21日〜23日）が青いハイライトで視覚的に示されている,
jalan-2024-08-1722742379774-1.webp,Jalan,なし,該当なし,表示なし,該当なし,あり,296ポイント,ユーザー名・会員ランクの直下,なし,該当なし,なし,該当なし,あり,あり,1部屋　大人２名　子供０名,なし,該当なし,該当なし（ボタンテキストが青ボタンで一部隠れており読取不可）,人数選択ドロップダウンは「大人１名」〜「大人８名」まで表示され、現在「大人２名」にチェックマーク選択中；Pontaポイント連携ロゴが明示されており「ポイントがたまる・つかえる」リンクも表示；会員ランクは「ブロンズ」表示；北陸応援割についての告知バナーが表示されている。,
jalan-2024-08-1722742380842-2.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,あり,子供（小学生以下）0名、小学生 0名、幼児（食事・布団付）0名、幼児（食事のみ）0名、幼児（布団のみ）0名、幼児（食事・布団不要）0名,なし,該当なし,決定する,子供カテゴリを「小学生」と「幼児」に分け、さらに幼児を食事・布団の有無で4段階に細分化している点が日本の宿泊予約特有の表示構造として注目される。,
jalan-2024-08-1722742381972-3.webp,Jalan,なし,該当なし,1部屋1泊あたり,価格表示なし（予算絞り込み条件画面のため）,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,決定する（361軒）,予算入力欄のラベルに「（1部屋1泊あたり）」と計価単位が明示されており、下限・上限をそれぞれ「下限なし」「上限なし」というドロップダウンで選択する形式を採用している点が本地化観点で注目すべき表現。,
jalan-2024-08-1722742383038-4.webp,Jalan,あり,該当なし,1部屋1泊あたり,"ドロップダウンリストに価格上限の選択肢のみ表示（14,000円・16,000円・18,000円・20,000円・30,000円・40,000円・50,000円・100,000円）、単一価格のみ",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,決定する（361軒）,"予算フィルターの下限は「下限なし」と表示され、上限のみ円単位の数値選択肢（カンマ区切り表記、例：100,000円）を提供している。食事タイプに「食事なし」「朝のみ食事あり」などの選択肢が存在し、宿泊プランの食事条件を日本語で明示している。",
jalan-2024-08-1722742384929-6.webp,Jalan,あり,該当なし,1部屋1泊あたり,"上限価格のみ「50,000円」と単一表示（フィルター用途）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,決定する（294軒）,こだわり条件として「禁煙ルーム」「部屋でインターネットOK」が選択済み（オレンジ背景＋チェックマーク）で、フィルター選択状態が色とアイコンで明示されている点が本地化観点で注目すべき表現方法。,
jalan-2024-08-1722742388432-9.webp,Jalan,なし,該当なし,表示なし,該当なし,あり,296ポイント,ユーザー名・会員ランクの直下（画面上部）,なし,該当なし,なし,該当なし,あり,あり,1部屋　大人２名　子供０名,なし,該当なし,検索する（294軒）,会員ランクが「ブロンズ」と表示され、ポイントはPontaブランドと紐付けて表示（「🐻 Ponta」アイコン併記）、「ポイントがたまる・つかえる」というリンクテキストも存在する。また「こだわり」条件数が「3 こだわり」とバッジ付きで表示されており、検索条件の絞り込み数を可視化している。,
jalan-2024-08-1722742389302-10.webp,Jalan,あり,合計（税込）,1泊 大人2名 合計（税込）,"大きな赤字で最安値のみ表示（例：「15,120円〜」「12,320円〜」）、元値・取消線なし",なし,該当なし,該当なし,あり,「クーポンあり」ラベル（オレンジ枠テキストバッジ）,なし,該当なし,あり,なし,2泊 2名 × 1部屋（検索条件）／1泊 大人2名（価格単位）,なし,該当なし,該当なし,「ブロンズ会員限定あり」という会員ランク限定ラベルが価格カード内に表示されており、会員ティア訴求が本地化上の重要要素となっている,
jalan-2024-08-1722742392432-13.webp,Jalan,あり,合計（税込）,1泊 大人2名 合計（税込）,"大きな赤字で最安値（「15,120円～」「12,320円～」）のみ表示、元値なし",なし,該当なし,該当なし,あり,「クーポンあり」バッジ表示（割引後価格や元値との比較表示はなし）,なし,該当なし,あり,なし,2泊 2名 × 1部屋,なし,該当なし,該当なし,「ブロンズ会員限定あり」という会員ランク限定バッジが価格の上部に表示されており、会員ステータス訴求が価格より前面に出ている点が本地化観点で注目される。また並び替えオプションは「おすすめ順」「安い順」「高い順」の3択のみ。,
jalan-2024-08-1722742396674-17.webp,Jalan,あり,1泊 大人2名 合計（税込）,1泊 大人2名 合計（税込）,"マップ上はオレンジ色の吹き出しに「○○円〜」形式で最安値のみ表示、カード下部に赤字大字で「15,120円〜」を強調表示",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,2泊 2名 × 1部屋,あり,4.6 ★★★★★（177件）,該当なし,検索条件が「10月21日 2泊 2名 × 1部屋」とヘッダーに明示されており、マップ上の価格吹き出しはすべて「○○円〜」の最低価格表示のみで統一されている。,
jalan-2024-08-1722742399988-20.webp,Jalan,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「2名×1部屋」,あり,「4.6 ★★★★★（177件）」（ヘッダー下およびクチコミ評価セクションの2箇所に表示）,「この宿の宿泊プランをみる」,宿泊プランタブに「58件」、クチコミタブに「177件」と件数ラベルがタブ名に併記される形式で表示されており、コンテンツ量の可視化がナビゲーション上で行われている。,
jalan-2024-08-1722742401116-21.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「2泊 2名 × 1部屋」,あり,「4.6 ★★★★☆ (177件)」,「この宿の宿泊プランをみる」,宿泊プランタブに「(58件)」、クチコミタブに「(177件)」と件数が括弧付きで併記されており、タブナビゲーション自体がコンテンツ量を示す設計になっている点が本地化観点で注目される。,
jalan-2024-08-1722742402342-22.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「2名×1部屋」,なし,該当なし,「この宿の宿泊プランをみる」,ページ上部に「10月21日 2泊 2名×1部屋」と検索条件が明示されており、宿泊日数・人数・部屋数を一行でコンパクトに表示する形式が採用されている。タブナビゲーションに「宿泊プラン（58件）」「クチコミ（177件）」と件数が括弧内に併記されている。,
jalan-2024-08-1722742403275-23.webp,Jalan,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「2名×1部屋」,あり,「クチコミ（177件）」「宿泊プラン（58件）」※スコア数値は表示なし,「この宿の宿泊プランをみる」,"駐車場料金が「2,000円／泊」と「泊」単位で表示されており、チェックイン15:00・チェックアウト11:00の時刻表記は24時間表記を採用している点が本地化観点で注目される。",
jalan-2024-08-1722742404280-24.webp,Jalan,あり,"2泊 大人2名 合計(税込) 45,890円","1名 11,310円〜","大きな赤字で合計価格「45,890円」+小さな黒字で「1名 11,310円〜」",あり,"ポイント15.2% 6,974ポイント 45,890スコア",価格の直下,なし,該当なし,なし,該当なし,あり,なし,2泊 大人2名 合計 / ヘッダーに「2泊 2名 × 1部屋」,あり,クチコミ (177件) ※スコア数値は画面内に未表示,この宿の宿泊プランをみる,「空室わずか」バッジによる希少性訴求と「早期割引プラン」「秋旅応援」といった季節・タイミング訴求のラベルが本地化上注目すべき表現として使用されている。,
jalan-2024-08-1722742405353-25.webp,Jalan,あり,2泊 大人2名 合計(税込),"1名 9,240円〜","小さなグレー字で元値に取消線「レギュラー会員料金53,800円」＋赤地白字「30%OFF」バッジ＋大きな赤字で割引後価格「37,660円」＋小さな赤字で1名単価「1名 9,240円〜」",あり,"ポイント15.2%　5,724ポイント　37,660スコア",割引後価格の直下,あり,"元値に取消線「レギュラー会員料金53,800円」＋赤地白字バッジ「30%OFF」＋割引後価格「37,660円」",なし,該当なし,あり,なし,2泊 大人2名 合計(税込)　／　ヘッダー表示「2泊 2名 × 1部屋」,あり,クチコミ（177件）※スコア数値は画面内に見えず、件数タブのみ表示,"クーポンGET, この宿の宿泊プランをみる, 宿ブログをみる, 現在地からの経路を調べる",「ブロンズ会員限定」ラベルと「空室わずか」バッジが併記されており、会員ランク限定価格と希少性訴求を同時に行うローカライズ特有の表現が使われている。,
jalan-2024-08-1722742408796-28.webp,Jalan,あり,"2泊 大人2名 合計(税込) 45,890円","1名 11,310円〜","大きな赤字で合計価格「45,890円」＋小さなグレー字で「1名 11,310円〜」",あり,"ポイント15.2% 6,974ポイント 45,890スコア",価格の直下,あり,"「2,000円クーポンを獲得してお得に泊まる」＋「クーポンGET」ボタン表示",なし,該当なし,あり,なし,2名×1部屋／2泊 大人2名,なし,該当なし,クーポンGET,「空室わずか」という在庫残少バッジ表示あり、また「ブロンズ会員限定」など会員ランク限定プランのラベルが確認できる。,
jalan-2024-08-1722742410893-30.webp,Jalan,あり,2泊 大人2名 合計(税込),"1名 7,800円〜 / 1名 12,180円〜","大きな赤字で合計価格（例：31,720円）＋小さなグレー字で1名あたりの価格（例：1名 7,800円〜）",あり,"ポイント15.2% 4,821ポイント 31,720スコア / ポイント15.2% 7,511ポイント 49,420スコア",価格の直下,あり,"「タイムセール」ラベルをプラン名に記載＋「2,000円クーポンを獲得してお得に泊まる」",なし,該当なし,あり,なし,2泊 大人2名 合計(税込)／ヘッダー表示「10月21日 2泊 2名 × 1部屋」,なし,該当なし,クーポンGET,"「スコア」という独自指標（例：31,720スコア）がポイントと並列表示されており、ポイント還元率・付与数・スコアの3要素をセットで見せる本地化特有の価値訴求フォーマットが存在する。",
jalan-2024-08-1722742412062-31.webp,Jalan,あり,"合計（税込）31,720円",表示なし,"大きな赤字で合計税込価格「31,720円」のみ単一表示（※サービス料込の注記あり）",あり,"ポイント15.2%　4,821ポイントたまる／31,720スコアたまる",価格の直下,なし,該当なし,なし,該当なし,あり,なし,2名×1部屋,なし,該当なし,"予約へ進む, クーポンGET","「オンラインカード決済専用」ラベルおよび「2,000円クーポンを獲得してお得に泊まる」という導線が価格下部に表示されており、決済方法制限と割引獲得の誘導が同一画面に共存している点が本地化観点で注目される。",
jalan-2024-08-1722742413190-32.webp,Jalan,なし,該当なし,表示なし,価格表示なし（本画面内には価格数値が表示されていない）,あり,「ポイント15％特典」「基本加算ポイント２％に加え、１３％のじゃらん限定ポイント（期間限定）を加算します。」,「お得なポイント特典」セクション内、部屋画像の直下,なし,該当なし,なし,該当なし,あり,なし,「２名×１部屋」（画面上部ヘッダー：「10月21日2泊 2名×1部屋」）,なし,該当なし,該当なし,ポイント特典に【予約対象期間】【宿泊対象期間】【限定ポイント加算予定日】【限定ポイント有効期限】など期間条件が細かく明記されており、ポイントの有効期限（2024年11月30日まで）や上限・併用不可の注意事項も日本特有の詳細表記として掲載されている。,
jalan-2024-08-1722742414202-33.webp,Jalan,なし,該当なし,表示なし,価格表示なし（部屋紹介・プラン内容紹介のみ表示）,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「2名×1部屋」（ヘッダー部分：「10月21日2泊 2名×1部屋」）,なし,該当なし,該当なし,ヘッダーに「【タイムセール】札幌駅から徒歩３分！大…」と表示されており、タイムセール限定プランであることが明示されている。また「条件変更」リンクが右上に表示され、検索条件の変更導線が常時露出している。,
jalan-2024-08-1722742416191-35.webp,Jalan,あり,"合計（税込）31,720円",表示なし,"赤字大フォントで合計税込価格「31,720円」を強調表示、1泊目・2泊目の小計をグレー背景の明細表で補足",あり,"ポイント15.2％　4,821ポイントたまる／31,720スコアたまる",合計価格の直下,あり,"「2,000円クーポンを獲得してお得に泊まる」＋「クーポンGET」ボタン（割引後価格の直接表示はなし）",なし,該当なし,あり,あり,1部屋目：大人×2名（1泊目・2泊目それぞれ記載）／子供料金欄：小学生・幼児（食事・布団あり）（食事あり）等,なし,該当なし,"予約へ進む, クーポンGET",「タイムセール」をタイトルに明示し緊急性を演出、※サービス料込の注記を税込表示に併記している点が本地化上の注目ポイント。,
jalan-2024-08-1722742417187-36.webp,Jalan,あり,"小計: 15,600円／小計: 16,120円（税込表示の明示的な記載なし）",表示なし,"泊数ごとに「小計: XX,XXX円」を列挙する形式（単一価格のみ、強調・比較なし）",なし,該当なし,該当なし,なし,該当なし,あり,2日前：宿泊料金の50%／1日前：宿泊料金の80%／当日：宿泊料金の100%／無連絡キャンセル：宿泊料金の100%,あり,あり,1部屋目: 大人×2名／2泊目 1部屋目: 大人×2名,なし,該当なし,"予約へ進む, プラン内容を共有する",子供料金は「小学生：大人料金の100%」「幼児（食事・布団なし）：大人料金の0%」など細分化されており、受け入れ不可の幼児区分が複数明示されている点が本地化上注目すべき構造。,
jalan-2024-08-1722742418323-37.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「2名×1部屋」,あり,「4.6 ★★★★☆ (177件)」、サブカテゴリ：「部屋 4.5 / 風呂 4.3 / 朝食 4.5 / 夕食 ― / 接客 4.5 / 清潔感 4.7」,「この宿の宿泊プランをみる」,クチコミ画面のため価格情報は表示されておらず、評価が6カテゴリ（部屋・風呂・朝食・夕食・接客・清潔感）に細分化されている点が本地化観点で注目すべき日本固有の評価軸構成。,
jalan-2024-08-1722742420174-39.webp,Jalan,あり,"17,001〜18,000円(大人１人あたり/税込)",大人１人あたり,"単一価格帯のみ表示（17,001〜18,000円の範囲表示）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,2名×1部屋,あり,5★★★★★（個別項目：部屋5 風呂5 朝食5 夕食- 接客5 清潔感5）、クチコミ（177件）、宿泊プラン（58件）,該当なし,口コミ詳細内で「夕食-」と評価項目にハイフンが使われており、未評価項目の表示方法として本地化時に注意が必要。,
jalan-2024-08-1722742421091-40.webp,Jalan,あり,"予約金額20,000円（税込）以上",1名でも使える,"大きな太字で「2,000円分クーポン」のみ表示（割引額の強調表示、通常価格との比較なし）",なし,該当なし,該当なし,あり,"「2,000円分クーポン」として割引額を単独表示（取消線・割引率バッジなし）",なし,該当なし,なし,なし,該当なし,なし,該当なし,下記のご利用上の注意に同意して今すぐGET,「先着予約数100」という数量限定表示により希少性・緊急性を訴求しており、クーポンIDの明示（COU377605045944209544585）やメールマガジン受信オプトインチェックボックス（デフォルトON）など、日本市場特有のクーポン取得フローが確認できる。,
jalan-2024-08-1722742426889-45.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「1部屋目　大人合計：2名」「大人男性　0名」「大人女性　0名」,なし,該当なし,該当なし,宿泊人数入力で「大人男性」「大人女性」と性別を分けて入力させる設計になっており、ジェンダー表現の本地化観点で注目すべき点がある。また「あなたの他に4人がこの宿を見ています。」という希少性訴求テキストが表示されている。到着が24時以降の場合は施設への直接連絡を促す注記「到着時間が24時00分以降になる場合については、宿泊施設にご連絡ください。」も表示されている。,
jalan-2024-08-1722742428796-47.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「1部屋」「1部屋目　大人合計：2名」「大人男性　0名」「大人女性　2名」,なし,該当なし,該当なし,宿泊人数の入力において性別（大人男性／大人女性）を分けて選択させる設計が特徴的であり、性別非開示ユーザーへの配慮が求められる本地化観点で注目される。,
jalan-2024-08-1722742429884-48.webp,Jalan,なし,該当なし,表示なし,該当なし,あり,ポイント15.2%,宿泊プラン名の直下（バッジ形式）,なし,該当なし,あり,当日の22時00分まで（サイト上からの変更・取消操作ができる期限）,なし,なし,該当なし,なし,該当なし,該当なし,「食事なし」が宿泊プランのバッジとして明示されており、食事条件を視覚的に区別する表示慣行が確認できる。また変更・取消期限を「サイト上からの操作」と「施設への直接連絡」で分けて案内している点が本地化上注目すべき構造。,
jalan-2024-08-1722742430923-49.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,住所検索,宿泊代表者の入力フォーム画面で、氏名は「姓／名」と「セイ／メイ（全角カナ）」の二重入力が必須、住所は「郵便番号（半角数字）＋都道府県プルダウン＋詳細住所（全角）」、電話番号は「半角数字」と入力形式の制約が明示されており、ローカライズ時には入力規則の表現統一が要注意。,
jalan-2024-08-1722742444383-0.webp,Jalan,なし,該当なし,「一人当たり料金（ルームチャージはルームあたり）」,価格表示なし,なし,該当なし,該当なし,なし,該当なし,あり,「2日前：宿泊料金の50%／1日前：宿泊料金の80%／当日：宿泊料金の100%／無連絡キャンセル：宿泊料金の100%」,なし,なし,該当なし,なし,該当なし,該当なし,予約金について「予約金：不要」と明示されており、デポジット不要であることをラベルで強調している点が本地化観点で注目される。,
jalan-2024-08-1722742445685-1.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,あり,当日：宿泊料金の100%　無連絡キャンセル：宿泊料金の100%,なし,なし,該当なし,なし,該当なし,次へ,メールマガジン配信セクションに「この宿泊施設からのメールマガジン」「じゃらんnetメールマガジン」「限定プランメールマガジン」「リクルートIDニュース」の4種類のオプトイン項目があり、宿泊施設・プラットフォーム・グループ会社を分けた同意取得構造が本地化観点で注目される。,
jalan-2024-08-1722742446810-2.webp,Jalan,なし,該当なし,表示なし,単一価格のみ表示,あり,利用可能ポイント：200ポイント,クーポン設定セクションの直下,あり,"2,000円｜【じゃらん】2000円クーポン★（ドロップダウン選択式）",なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,「※ポイントのご利用は、チェックイン当日以降は変更できません。」という利用制限の注意書きが赤字で明示されており、ポイント利用の締め切り条件を強調する本地化観点で注目すべき表現が含まれている。,
jalan-2024-08-1722742447807-3.webp,Jalan,あり,税込・サービス料込,表示なし,"赤字大きめで「お支払金額 29,720円」を強調表示、上部に「利用前金額 31,720円」と「クーポン利用額 -2,000円」を通常サイズで併記",あり,ポイント利用額　0ポイント,クーポン利用額の直下、お支払金額の上,あり,"「クーポン利用額 - 2,000円」として差引額を明示、元値との差分表示",なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,支払方法として「Apple Pay決済でお支払い」と「オンラインカード決済でお支払い」の2択が表示されており、オンライン決済は「予約成立と同時に決済処理」「予約成立日がカード利用日」と日本特有のタイミング明示がある点が本地化観点で注目される。,
jalan-2024-08-1722742449744-5.webp,Jalan,なし,該当なし,表示なし,該当なし,あり,"今回の予約で 4,821 ポイントたまります",警告ボックスの下、ホテル情報カードの上,あり,「ポイント15.2%」バッジ表示（オレンジ背景）,なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,予約確定前の最終確認画面であり「予約はまだ成立していません。」という警告テキストが目立つオレンジ枠で表示され、虚偽情報入力時のキャンセルリスク警告文も併記されている点が本地化観点で注目される。,
jalan-2024-08-1722742451904-7.webp,Jalan,あり,該当なし,（大人）×2名,"1泊ごとに「小計：15,600円」「小計：16,120円（一部表示）」の形式で泊数別に小計を表示",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,大人女性 2名,なし,該当なし,該当なし,予約者の会員ランクが「ブロンズ」というバッジ形式で氏名横に表示されており、ロイヤルティステータスの視覚的な提示が本地化観点で注目される。,
jalan-2024-08-1722742452922-8.webp,Jalan,あり,"（税込・サービス料込）31,720円 / （税込・サービス料込）29,720 円",（大人）×2名,"合計金額を標準黒字で表示後、クーポン適用後の支払い料金を大きな赤字で強調表示（29,720 円）",あり,"Pontaポイント 317ポイント（基本加算分317ポイント、キャンペーン加算分0ポイント）／じゃらん限定ポイント 4,504ポイント（基本加算分317ポイント、キャンペーン加算分4,124ポイント、会員ステージ特典加算分63ポイント）／合計 4,821ポイント",支払い料金・料金特記の下部に「加算予定ポイント」セクションとして独立表示,あり,"クーポン適用による値引き：「【じゃらん】2000円クーポン★全プラン利用可！」と記載し、合計金額31,720円から2,000円引きで支払い料金29,720円を赤字表示",なし,該当なし,あり,なし,"7,800円（大人）×2名 / 8,060円（大人）×2名",なし,該当なし,該当なし,「料金特記」欄に「入湯税等の地方税の他、下記費用も（記載があれば）別途必要です。」と明記されており、表示価格が最終確定額でない可能性を示す免責表示が存在する点が本地化上注目すべき点。,
jalan-2024-08-1722742454030-9.webp,Jalan,なし,該当なし,表示なし,該当なし,あり,"合計 31,720スコア",画面上部「加算予定スコア」セクション内,なし,該当なし,あり,"一人あたり料金（ルームチャージはルームあたり）
2日前：宿泊料金の50%
1日前：宿泊料金の80%
当日：宿泊料金の100%
無連絡キャンセル：宿泊料金の100%",なし,なし,該当なし,なし,該当なし,該当なし,ポイントを「円」や「pt」ではなく「スコア」という独自単位で表示しており、サイト上からの変更・取消操作期限を「当日の22時00分まで」と具体的な時刻で明示している点が本地化観点で注目される。,
jalan-2024-08-1722742456160-11.webp,Jalan,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,なし,「2名」,なし,該当なし,「航空券(ANA)を追加してツアー予約に変更」,予約完了画面であり価格情報は非表示。宿泊日は「2024年10月21日（月）2泊 1部屋」、プラン名に「【宿の日】★素泊り★8月10日は宿の日！にちなんだ期間限定セール♪」と販促文言が含まれ、予約完了後もクロスセル（ANA航空券追加）を促す導線が設置されている。,
jalan-2024-08-1722742460254-15.webp,Jalan,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,あり,あり,「1部屋 (合計人数:大人２名 子供０名)」「大人（12歳以上）２名」「子供（11歳以下）０名」,なし,該当なし,"「条件クリア」, 「検索」","これは検索条件入力画面であり、予算フィールドに「下限なし〜100,000円」と上限のみ明示する形式が採用されており、フィルター項目として「禁煙ルームで絞り込む」（チェック済）・「温泉で絞り込む」（未チェック）・「現地のレンタカーを合わせて探す」（未チェック）が存在する点が本地化上注目に値する。",
jalan-2024-08-1722742469720-24.webp,Jalan,あり,"税込45,100円／人　合計（税込）90,200円",／人,"「税込45,100円／人」と「合計（税込）90,200円」を併記、合計金額を赤字で強調",あり,ポイント1%,客室条件タグ列（ツイン・食事なし・禁煙ルームと同列）,あり,"「3,000円クーポンを獲得してお得に予約」というクーポン取得訴求（割引後価格の直接表示はなし）",なし,該当なし,なし,なし,該当なし,なし,該当なし,"このプランを選択, クーポンGET",旅行代金は「航空券＋宿泊プラン料金」の合算パッケージ価格として明示されており、宿泊単体価格ではなくパック料金であることが注記されている点が本地化観点で特徴的。,
jalan-2024-08-1722742479141-32.webp,Jalan,あり,"合計旅行代金70,000円（税込）以上",表示なし,"大きな太字で「5,000円分クーポン」のクーポン額のみ表示（割引後価格や元値の比較表示なし）",なし,該当なし,該当なし,あり,"「5,000円分クーポン」として割引額を明示（取消線や割引率バッジなし）",なし,該当なし,なし,なし,該当なし,なし,該当なし,クーポン獲得済み,クーポン利用条件として「先着予約数10」「リクルートIDを持つ会員のみ獲得可能」「1会員につき1種類1枚まで」「1予約につき1枚のみ利用可能」など複数の制約条件が日本語で詳細に記載されており、本地化時には条件の正確な訳出と文化的文脈の伝達が重要。,
jalan-2024-08-1722742482316-35.webp,Jalan,あり,"税込64,900円／人〜合計（税込）129,800円、税込75,500円／人〜合計（税込）151,000円",円／人〜合計（税込）○○円,赤字で「旅行代金（航空券＋宿泊プラン料金）」ラベル＋赤字で「税込○○円／人〜合計（税込）○○円」の単一構成（元値取消線なし）,あり,ポイント1%,部屋タイプ・禁煙表示の直下、価格の上,あり,"「5,000円クーポンを獲得してお得に予約」のテキスト表示＋「クーポン獲得済み」ボタン",なし,該当なし,なし,なし,該当なし,あり,★★★★☆ 104件,"JALから探す, ANAから探す, 航空便と日付の変更をする, クーポン獲得済み",価格が「1名あたり」と「合計」の両方を併記する形式で、航空券込みの旅行代金として表示されている点が宿泊単体予約サービスと異なる本地化上の注目点。,
jalan-2024-08-1722742542118-31.webp,Jalan,あり,該当なし,表示なし,"赤字で「4,980円〜」の最安値のみ表示",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,検索する(26件),「お得なクーポン配布中」バナーが表示されており、全国の遊び・体験予約に使えるクーポンの存在を訴求しているが、具体的な割引額・条件は画面上に表示されていない。,
jalan-2024-08-1722742549353-38.webp,Jalan,あり,該当なし,大人（中学生以上）,"赤字で最安値を「4,980円〜」「1,700円〜」と表示、元値・取消線なし",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,「4.9 ★★★★★ (クチコミ57件)」「4.1 ★★★★☆ (クチコミ54件)」,該当なし,価格表示に税込・税抜の明示がなく、「〜」で下限価格のみ提示する形式；体験アクティビティ（クルーズ・果樹園・ガラス工芸）が宿泊と同一プラットフォームで混在表示されている点が本地化上注目すべき構造,
jalan-2024-08-1722742592846-17.webp,Jalan,あり,該当なし,表示なし,"単一価格のみ表示（「4,980円」を各スロットに均一表示）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,あり,該当なし,なし,該当なし,予約,"子供料金が年齢帯別に3段階（「大人（中学生以上）：4,980円」「お子様（4歳〜小学生以下）：2,980円」「お子様（0歳〜3歳）：0円」）で明示されており、体験アクティビティ予約特有の年齢区分表記が本地化観点で注目される。",
IMG_1519.PNG,Rakuten Travel,なし,該当なし,表示なし,該当なし,あり,"ポイント 4,557",ヘッダー右上（ベルアイコンの左隣）,なし,該当なし,なし,該当なし,あり,あり,1部屋　大人1人　子供0人,なし,該当なし,"地図検索, 検索","バナー広告に「他社から電話番号そのまま乗り換え＆初めてお申し込みで増量中10,000ポイント！※エントリー等条件あり」と記載されており、ポイント訴求が検索画面上部に配置されている点が本地化観点で注目される。",
